state,latitude,longitude,stars,open,alcohol,noiseLevel,attire,priceRange,delivery,ambience,parking,dietaryRestrictions,waiterService,smoking,caters,recommendedFor,goodForGroups,goodForKids,outdoorSeating
IL,2,2,4,TRUE,none,quiet,casual,1,FALSE,[],['lot'],,TRUE,,FALSE,"['lunch', 'dinner']",FALSE,TRUE,FALSE
QC,3,2,3.5,TRUE,full_bar,average,casual,2,FALSE,[],[],,TRUE,outdoor,,[],TRUE,,TRUE
BW,4,5,4,TRUE,beer_and_wine,loud,casual,2,FALSE,['casual'],['street'],,FALSE,yes,FALSE,['dinner'],TRUE,,TRUE
AZ,1,1,1,TRUE,none,average,casual,2,TRUE,[],[],,FALSE,,FALSE,[],FALSE,,FALSE
AZ,1,1,4,FALSE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,TRUE,FALSE
AZ,1,1,3.5,FALSE,none,average,casual,1,FALSE,['casual'],['lot'],,TRUE,,TRUE,['dinner'],TRUE,,FALSE
QC,3,2,4,TRUE,full_bar,average,dressy,3,FALSE,['romantic'],"['street', 'valet']",,TRUE,,TRUE,['dinner'],TRUE,,TRUE
QC,3,2,3.5,TRUE,none,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,FALSE,['breakfast'],TRUE,,FALSE
QC,3,2,4.5,TRUE,full_bar,very_loud,casual,2,FALSE,[],['lot'],,TRUE,,FALSE,[],TRUE,,TRUE
AZ,1,1,1.5,FALSE,full_bar,average,casual,2,TRUE,['casual'],['lot'],,FALSE,,FALSE,[],TRUE,,TRUE
PA,2,2,3.5,FALSE,none,average,casual,2,TRUE,[],['street'],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
NV,1,1,4,FALSE,none,quiet,casual,2,TRUE,[],['lot'],,TRUE,,TRUE,[],TRUE,,FALSE
NC,1,2,4.5,TRUE,full_bar,average,casual,2,FALSE,['intimate'],"['street', 'lot']",,TRUE,,TRUE,[],TRUE,,TRUE
AZ,1,1,4.5,TRUE,none,quiet,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,[],TRUE,,FALSE
PA,2,2,3,TRUE,none,loud,casual,1,TRUE,['divey'],['street'],,TRUE,,FALSE,"['lunch', 'dinner']",FALSE,,FALSE
WI,3,2,3,TRUE,full_bar,average,casual,2,FALSE,[],['lot'],,FALSE,,TRUE,['dinner'],TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,[],[],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,beer_and_wine,loud,casual,2,FALSE,[],['lot'],,TRUE,,FALSE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,loud,casual,1,FALSE,[],[],,FALSE,,FALSE,[],FALSE,,TRUE
NV,1,1,3.5,TRUE,none,average,casual,1,TRUE,[],[],,FALSE,,FALSE,[],FALSE,,FALSE
NV,1,1,2,TRUE,none,quiet,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
NC,1,2,3,FALSE,beer_and_wine,average,casual,2,TRUE,[],[],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,TRUE
PA,2,2,3.5,TRUE,none,quiet,casual,1,FALSE,['divey'],['street'],,FALSE,,FALSE,['lunch'],FALSE,,FALSE
AZ,1,1,4,FALSE,none,average,casual,1,FALSE,[],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",FALSE,,TRUE
QC,3,2,4.5,TRUE,full_bar,loud,casual,3,FALSE,['casual'],['street'],,TRUE,,,[],TRUE,,TRUE
QC,3,2,3,FALSE,full_bar,average,casual,3,TRUE,['upscale'],['street'],,TRUE,,FALSE,['dinner'],TRUE,,TRUE
QC,3,2,3.5,TRUE,beer_and_wine,quiet,casual,1,FALSE,['casual'],[],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
EDH,5,5,3.5,TRUE,none,average,casual,1,,[],[],,FALSE,,TRUE,['latenight'],FALSE,,FALSE
AZ,1,1,4,TRUE,none,loud,casual,1,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,FALSE
PA,2,2,4,FALSE,none,average,casual,2,FALSE,['casual'],['street'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
ON,3,2,3.5,TRUE,beer_and_wine,quiet,casual,2,TRUE,[],['lot'],,FALSE,,,"['lunch', 'dinner']",TRUE,,TRUE
AZ,1,1,3,TRUE,none,quiet,casual,1,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,TRUE
QC,3,2,3,TRUE,full_bar,average,casual,2,TRUE,[],[],,FALSE,,TRUE,[],TRUE,,TRUE
WI,3,2,2.5,TRUE,none,loud,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
WI,3,2,4,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,['latenight'],TRUE,,TRUE
PA,2,2,3.5,TRUE,none,average,casual,2,TRUE,['casual'],['street'],,FALSE,,,['lunch'],TRUE,,FALSE
AZ,1,1,4.5,TRUE,none,average,casual,1,FALSE,['divey'],['lot'],,FALSE,,FALSE,"['lunch', 'dinner']",TRUE,,FALSE
WI,3,2,4,TRUE,none,loud,casual,1,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,TRUE
AZ,1,1,3,TRUE,full_bar,average,casual,2,FALSE,[],['lot'],,FALSE,,FALSE,[],TRUE,,FALSE
NC,1,2,4,FALSE,beer_and_wine,quiet,casual,1,TRUE,[],"['garage', 'street']",,FALSE,,TRUE,[],TRUE,,FALSE
IL,2,2,3.5,TRUE,none,loud,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,2,FALSE,[],[],,TRUE,,TRUE,[],TRUE,,TRUE
NC,1,2,4.5,TRUE,full_bar,quiet,formal,4,FALSE,['intimate'],['valet'],,TRUE,,FALSE,['dinner'],FALSE,,FALSE
AZ,1,1,2.5,TRUE,none,quiet,casual,1,TRUE,[],['lot'],,FALSE,,,['lunch'],TRUE,,FALSE
NV,1,1,4,TRUE,none,,casual,1,FALSE,[],['lot'],,FALSE,,FALSE,[],FALSE,,FALSE
PA,2,2,3.5,TRUE,none,loud,casual,1,FALSE,[],[],,FALSE,,TRUE,"['lunch', 'breakfast']",FALSE,,FALSE
NC,1,2,2,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,very_loud,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
AZ,1,1,3.5,FALSE,none,quiet,casual,1,TRUE,[],['lot'],,FALSE,,FALSE,['lunch'],TRUE,,FALSE
NV,1,1,2.5,TRUE,none,average,casual,1,TRUE,['casual'],['lot'],,FALSE,,FALSE,['brunch'],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,1,TRUE,[],['lot'],,FALSE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,2,TRUE,none,quiet,casual,1,FALSE,[],[],,FALSE,,TRUE,[],FALSE,,FALSE
AZ,1,1,1.5,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,[],FALSE,,FALSE
AZ,1,1,3.5,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,['breakfast'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,quiet,casual,1,FALSE,[],[],,FALSE,,,[],TRUE,,FALSE
AZ,1,1,3,FALSE,none,average,casual,2,TRUE,[],['lot'],,TRUE,,,"['lunch', 'dinner']",FALSE,,FALSE
QC,3,2,3,TRUE,full_bar,average,casual,2,FALSE,['touristy'],['street'],,TRUE,,FALSE,['dinner'],TRUE,,TRUE
QC,3,2,2,TRUE,full_bar,quiet,casual,1,FALSE,['casual'],['street'],,TRUE,,FALSE,[],TRUE,,TRUE
QC,3,2,4.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],[],,TRUE,,FALSE,"['lunch', 'dinner']",TRUE,,FALSE
QC,3,2,3.5,TRUE,full_bar,average,casual,3,TRUE,[],['street'],,TRUE,,FALSE,[],TRUE,,TRUE
QC,3,2,3.5,TRUE,none,average,casual,2,TRUE,[],['lot'],,TRUE,,TRUE,[],FALSE,,FALSE
PA,2,2,3.5,FALSE,none,quiet,casual,3,FALSE,[],['street'],,FALSE,,,['dinner'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,beer_and_wine,average,casual,1,TRUE,[],[],,FALSE,,TRUE,[],TRUE,,FALSE
NV,1,1,2,TRUE,none,very_loud,casual,2,TRUE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,1,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,FALSE
QC,3,2,3.5,TRUE,beer_and_wine,quiet,casual,2,FALSE,[],[],,TRUE,,FALSE,['dinner'],TRUE,,FALSE
EDH,5,5,4,TRUE,beer_and_wine,quiet,casual,2,FALSE,[],['street'],,TRUE,,,['lunch'],TRUE,,TRUE
QC,3,2,4,TRUE,none,average,casual,2,TRUE,[],[],,FALSE,,TRUE,['dinner'],TRUE,,FALSE
NV,1,1,3,TRUE,beer_and_wine,average,casual,2,FALSE,[],[],,TRUE,,FALSE,[],FALSE,,FALSE
AZ,1,1,4.5,TRUE,none,average,casual,1,TRUE,[],[],,TRUE,,TRUE,['breakfast'],TRUE,,TRUE
QC,3,2,3.5,TRUE,full_bar,average,dressy,3,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,TRUE
AZ,1,1,3,FALSE,full_bar,very_loud,casual,1,TRUE,['casual'],['lot'],,TRUE,,TRUE,"['latenight', 'lunch', 'dinner']",TRUE,,FALSE
ON,3,2,4.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
QC,3,2,4,TRUE,full_bar,loud,casual,3,FALSE,[],['street'],,FALSE,,FALSE,"['lunch', 'dinner']",TRUE,,TRUE
NC,1,2,4,TRUE,none,quiet,casual,1,FALSE,['casual'],[],,FALSE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
NC,1,2,3.5,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,TRUE,[],TRUE,,FALSE
NV,1,1,4,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,TRUE,[],TRUE,,FALSE
AZ,1,1,2,FALSE,none,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,[],TRUE,,FALSE
AZ,1,1,2.5,TRUE,full_bar,loud,casual,2,FALSE,[],['garage'],,FALSE,,FALSE,[],TRUE,,FALSE
AZ,1,1,1.5,TRUE,none,average,casual,2,FALSE,[],[],,FALSE,,TRUE,[],TRUE,,TRUE
AZ,1,1,2.5,TRUE,none,average,casual,2,FALSE,[],[],,TRUE,,FALSE,[],FALSE,,TRUE
AZ,1,1,4,TRUE,full_bar,quiet,casual,1,TRUE,[],[],,TRUE,,TRUE,[],TRUE,,FALSE
QC,3,2,3.5,TRUE,full_bar,quiet,casual,2,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
PA,2,2,4,TRUE,none,average,casual,1,FALSE,[],['street'],,FALSE,,TRUE,['brunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,none,average,casual,2,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,2,FALSE,[],[],,TRUE,,TRUE,[],TRUE,,TRUE
NV,1,1,4,TRUE,none,quiet,casual,1,TRUE,[],[],,TRUE,,TRUE,[],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,quiet,casual,1,TRUE,['casual'],[],,TRUE,,TRUE,['lunch'],TRUE,,FALSE
AZ,1,1,4,TRUE,full_bar,average,casual,2,TRUE,[],[],,TRUE,,TRUE,[],TRUE,,TRUE
WI,3,2,2.5,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
NV,1,1,2.5,TRUE,none,quiet,casual,1,TRUE,[],[],,FALSE,,,[],FALSE,,FALSE
NV,1,1,3.5,TRUE,none,,casual,1,FALSE,[],[],,TRUE,,TRUE,[],TRUE,,TRUE
PA,2,2,2.5,FALSE,none,loud,casual,2,FALSE,[],['street'],,FALSE,,,['latenight'],TRUE,,FALSE
PA,2,2,4,TRUE,none,quiet,casual,1,FALSE,[],[],,TRUE,,,['lunch'],FALSE,,FALSE
AZ,1,1,4.5,FALSE,full_bar,average,casual,2,FALSE,['casual'],['lot'],,TRUE,,,['dinner'],FALSE,,TRUE
NC,1,2,3,TRUE,none,quiet,casual,1,TRUE,[],['lot'],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
QC,3,2,4,TRUE,full_bar,average,casual,1,FALSE,['casual'],[],,TRUE,,,"['lunch', 'dinner']",FALSE,,FALSE
QC,3,2,4,TRUE,full_bar,loud,casual,2,FALSE,['casual'],['street'],,FALSE,,,['dinner'],TRUE,,TRUE
QC,3,2,4,TRUE,none,loud,casual,1,TRUE,[],['street'],,TRUE,,,"['latenight', 'dinner']",FALSE,,FALSE
QC,3,2,4.5,TRUE,full_bar,quiet,casual,4,FALSE,[],[],,TRUE,,,[],TRUE,,FALSE
QC,3,2,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,[],['street'],,TRUE,,TRUE,[],TRUE,,TRUE
QC,3,2,4,TRUE,none,average,casual,1,TRUE,['casual'],['street'],,FALSE,,,[],FALSE,,FALSE
AZ,1,1,3,FALSE,none,average,casual,1,FALSE,[],['lot'],,,,,"['lunch', 'dinner']",TRUE,,FALSE
EDH,5,5,4.5,TRUE,full_bar,quiet,dressy,4,TRUE,[],['lot'],,TRUE,,,[],TRUE,FALSE,TRUE
QC,3,2,4.5,TRUE,none,average,casual,3,FALSE,[],[],,FALSE,,,[],FALSE,,FALSE
NC,1,2,3.5,TRUE,none,very_loud,casual,2,TRUE,[],['lot'],,FALSE,,,['lunch'],TRUE,,FALSE
NC,1,2,3.5,FALSE,none,average,casual,1,TRUE,[],[],,TRUE,,,['lunch'],TRUE,,FALSE
EDH,5,5,3.5,TRUE,full_bar,average,casual,2,FALSE,['casual'],[],,TRUE,,,[],TRUE,,FALSE
AZ,1,1,3.5,FALSE,full_bar,average,casual,1,TRUE,[],['lot'],,TRUE,,,"['lunch', 'dinner']",FALSE,,TRUE
NV,1,1,3,FALSE,none,quiet,casual,2,TRUE,[],['lot'],,TRUE,,,"['lunch', 'dinner']",TRUE,,FALSE
QC,3,2,4,TRUE,full_bar,quiet,casual,2,TRUE,['casual'],['street'],,TRUE,,TRUE,['dinner'],TRUE,,TRUE
NC,1,2,4,TRUE,full_bar,average,casual,2,FALSE,[],[],,FALSE,,,[],TRUE,,TRUE
NC,1,2,2.5,TRUE,none,average,casual,2,FALSE,[],[],,TRUE,,TRUE,[],FALSE,,TRUE
QC,3,2,4.5,TRUE,full_bar,quiet,dressy,4,FALSE,[],[],,FALSE,,FALSE,['dinner'],TRUE,,FALSE
NV,1,1,3,FALSE,none,quiet,casual,1,FALSE,[],[],,TRUE,,,[],FALSE,,FALSE
QC,3,2,5,TRUE,none,quiet,casual,2,TRUE,['trendy'],['street'],,TRUE,,,[],TRUE,,FALSE
PA,2,2,3,TRUE,full_bar,quiet,casual,2,FALSE,[],[],,FALSE,,,[],TRUE,,FALSE
AZ,1,1,1.5,TRUE,none,loud,casual,2,FALSE,[],[],,TRUE,,,[],FALSE,,FALSE
AZ,1,1,3,TRUE,full_bar,quiet,casual,2,FALSE,[],[],,TRUE,,,[],TRUE,,TRUE
AZ,1,1,4,TRUE,full_bar,average,casual,2,FALSE,[],[],,TRUE,,,['lunch'],TRUE,,FALSE
QC,3,2,4,TRUE,none,quiet,casual,2,FALSE,['casual'],[],,TRUE,,,[],FALSE,,FALSE
QC,3,2,4,TRUE,full_bar,average,casual,2,FALSE,[],[],,TRUE,,FALSE,[],TRUE,,FALSE
WI,3,2,2,TRUE,none,average,casual,1,FALSE,[],['lot'],,TRUE,,,['lunch'],FALSE,,TRUE
PA,2,2,4,TRUE,full_bar,average,casual,2,FALSE,[],[],,FALSE,,TRUE,[],TRUE,,TRUE
AZ,1,1,3,TRUE,beer_and_wine,very_loud,casual,1,TRUE,[],[],,TRUE,,,[],TRUE,,FALSE
PA,2,2,4,TRUE,none,quiet,casual,2,FALSE,['casual'],['street'],,TRUE,,,[],TRUE,,TRUE
PA,2,2,3,TRUE,full_bar,average,casual,2,FALSE,[],[],,TRUE,,,[],TRUE,,FALSE
PA,2,2,4,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,,['brunch'],TRUE,,FALSE
SC,1,2,3,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,,[],TRUE,,FALSE
WI,3,2,3.5,FALSE,beer_and_wine,quiet,casual,1,FALSE,[],['street'],,TRUE,,,['lunch'],FALSE,,TRUE
AZ,1,1,4,TRUE,beer_and_wine,,casual,1,TRUE,[],['lot'],,TRUE,,,['lunch'],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,quiet,casual,1,TRUE,[],[],,TRUE,,FALSE,[],FALSE,,FALSE
AZ,1,1,4,TRUE,none,quiet,casual,2,TRUE,['casual'],['lot'],,TRUE,,,[],TRUE,,FALSE
QC,3,2,2.5,TRUE,full_bar,average,casual,2,,[],[],,TRUE,,,['breakfast'],TRUE,,TRUE
ON,3,2,3,TRUE,full_bar,average,casual,2,TRUE,[],['lot'],,TRUE,,,"['lunch', 'dinner']",TRUE,,TRUE
PA,2,2,2,TRUE,none,average,casual,1,FALSE,[],[],,FALSE,,,[],TRUE,,FALSE
NV,1,1,3.5,TRUE,none,average,casual,2,FALSE,[],[],,TRUE,,,[],FALSE,,TRUE
ON,3,2,3.5,TRUE,none,average,casual,2,FALSE,[],['lot'],,FALSE,,TRUE,['breakfast'],TRUE,,TRUE
QC,3,2,4,FALSE,none,average,casual,1,FALSE,['casual'],[],,TRUE,,FALSE,[],TRUE,,FALSE
NV,1,1,2,TRUE,beer_and_wine,average,casual,1,FALSE,[],[],,FALSE,,FALSE,[],TRUE,,FALSE
AZ,1,1,3.5,FALSE,beer_and_wine,,casual,2,FALSE,['casual'],['lot'],,TRUE,,TRUE,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,4,FALSE,none,average,casual,2,FALSE,['casual'],[],,TRUE,,,[],FALSE,,FALSE
ON,3,2,4,TRUE,full_bar,loud,casual,2,FALSE,[],['lot'],,FALSE,,,[],TRUE,,TRUE
PA,2,2,4.5,TRUE,none,loud,casual,1,FALSE,[],[],,FALSE,,,['lunch'],TRUE,,FALSE
WI,3,2,2.5,TRUE,none,loud,casual,1,FALSE,['casual'],['lot'],,TRUE,,,['lunch'],FALSE,,FALSE
WI,3,2,3,TRUE,none,average,casual,1,TRUE,[],[],,TRUE,,TRUE,['lunch'],TRUE,,TRUE
NV,1,1,3.5,TRUE,full_bar,quiet,casual,1,FALSE,[],[],,,,,[],TRUE,,TRUE
AZ,1,1,3.5,TRUE,full_bar,loud,,1,,['divey'],[],,TRUE,outdoor,,,TRUE,,FALSE
WI,3,2,3.5,TRUE,none,,casual,1,FALSE,[],[],,,,,[],TRUE,,FALSE
QC,3,2,3.5,TRUE,full_bar,very_loud,,2,,[],['street'],,TRUE,outdoor,,,TRUE,,TRUE
QC,3,2,3,TRUE,none,quiet,casual,3,FALSE,[],[],,TRUE,,,[],FALSE,,FALSE
NC,1,2,3.5,TRUE,none,,casual,1,FALSE,[],[],,FALSE,,,[],TRUE,,FALSE
NV,1,1,4,TRUE,none,quiet,casual,1,FALSE,[],[],,,,,[],FALSE,,FALSE
WI,3,2,3,TRUE,full_bar,very_loud,,2,,['casual'],['street'],,FALSE,outdoor,,,TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,,casual,1,FALSE,[],[],,TRUE,,,[],FALSE,,FALSE
NC,1,2,3.5,TRUE,none,average,casual,1,FALSE,[],[],,,,,[],TRUE,,TRUE
QC,3,2,4.5,TRUE,none,,casual,1,FALSE,[],[],,,,,[],FALSE,,FALSE
NV,1,1,2.5,FALSE,full_bar,very_loud,,1,,[],"['lot', 'valet']",,TRUE,yes,,,FALSE,,FALSE
QC,3,2,3.5,TRUE,none,quiet,casual,3,FALSE,[],[],,,,,[],,,TRUE
WI,3,2,3,TRUE,full_bar,,casual,1,FALSE,[],[],,TRUE,,,[],TRUE,,FALSE
AZ,1,1,4,FALSE,full_bar,average,casual,2,,[],[],,FALSE,,,[],TRUE,,FALSE
NC,1,2,1,TRUE,none,average,casual,1,FALSE,[],,,,,FALSE,[],FALSE,,TRUE
QC,3,2,3.5,TRUE,full_bar,loud,,2,,['casual'],['street'],,TRUE,no,,,TRUE,,TRUE
ON,3,2,4.5,FALSE,full_bar,average,dressy,4,FALSE,[],['lot'],,,,,['dinner'],TRUE,,FALSE
PA,2,2,4.5,TRUE,full_bar,very_loud,,1,,[],['street'],,FALSE,yes,,,TRUE,,FALSE
AZ,1,1,3,TRUE,none,average,casual,1,FALSE,[],[],,TRUE,,,[],TRUE,,FALSE
NV,1,1,3.5,FALSE,full_bar,quiet,casual,2,FALSE,[],[],,,,,"['lunch', 'dinner']",TRUE,,FALSE
NV,1,1,3,TRUE,full_bar,very_loud,,2,,[],[],,,yes,,,TRUE,,FALSE
QC,3,2,4,TRUE,none,very_loud,casual,2,FALSE,[],[],,,,,['brunch'],TRUE,,TRUE
EDH,5,5,4,TRUE,full_bar,average,,2,,[],['street'],,,outdoor,,,TRUE,,FALSE
MLN,5,5,2.5,TRUE,full_bar,very_loud,,3,,[],[],,FALSE,yes,,,TRUE,,TRUE
AZ,1,1,2.5,TRUE,none,average,casual,1,FALSE,[],[],,,,TRUE,,TRUE,,TRUE
NV,1,1,4.5,TRUE,full_bar,loud,,1,,['divey'],"['street', 'lot']",,,yes,,,TRUE,,FALSE
ON,3,2,3.5,TRUE,full_bar,very_loud,,2,,[],['lot'],,FALSE,outdoor,,,TRUE,,TRUE
PA,2,2,3.5,TRUE,none,average,casual,2,FALSE,['casual'],,,TRUE,,,['lunch'],FALSE,,FALSE
NV,1,1,2.5,TRUE,none,average,casual,1,TRUE,[],[],,FALSE,,,,FALSE,,FALSE
AZ,1,1,4,FALSE,beer_and_wine,quiet,casual,2,TRUE,,['lot'],,,,TRUE,"['lunch', 'dinner']",FALSE,TRUE,TRUE
EDH,5,5,2.5,TRUE,full_bar,loud,,2,,[],[],,,outdoor,,,TRUE,,TRUE
NC,1,2,2.5,FALSE,full_bar,,,2,,[],"['garage', 'street']",,,outdoor,,,TRUE,,TRUE
EDH,5,5,3.5,TRUE,beer_and_wine,average,,2,,[],,,TRUE,outdoor,,,TRUE,,TRUE
WI,3,2,3.5,FALSE,beer_and_wine,quiet,casual,1,FALSE,,['street'],,FALSE,,FALSE,"['lunch', 'dinner']",TRUE,,FALSE
NC,1,2,2.5,TRUE,none,average,casual,1,FALSE,,[],,FALSE,,FALSE,[],TRUE,,FALSE
AZ,1,1,2.5,TRUE,none,quiet,casual,2,TRUE,,[],,,,FALSE,[],TRUE,,FALSE
AZ,1,1,4.5,TRUE,full_bar,average,,1,,[],[],,TRUE,,,,TRUE,,TRUE
EDH,5,5,3.5,TRUE,full_bar,quiet,dressy,4,FALSE,,[],,TRUE,,TRUE,['dinner'],FALSE,,TRUE
PA,2,2,2.5,TRUE,full_bar,very_loud,casual,2,,[],,,,,,[],FALSE,,FALSE
NV,1,1,3,TRUE,full_bar,quiet,,2,,[],['lot'],,,yes,,,TRUE,,FALSE
AZ,1,1,3.5,TRUE,beer_and_wine,average,,2,,[],['lot'],,,,,,TRUE,,FALSE
QC,3,2,3.5,TRUE,none,,casual,2,FALSE,[],,,FALSE,,,[],TRUE,,FALSE
NV,1,1,4,TRUE,none,quiet,casual,1,FALSE,,[],,,,FALSE,[],TRUE,,FALSE
AZ,1,1,3.5,TRUE,none,,casual,1,FALSE,[],,,FALSE,,,[],TRUE,,TRUE
NC,1,2,3,TRUE,none,,casual,1,FALSE,[],,,,,,[],,,TRUE
WI,3,2,3.5,TRUE,none,,casual,2,TRUE,[],,,,,,[],TRUE,,TRUE
QC,3,2,4,TRUE,full_bar,very_loud,,2,,[],,,,no,,,TRUE,,FALSE
EDH,5,5,3.5,TRUE,beer_and_wine,,casual,2,,[],,,TRUE,,,,TRUE,,TRUE
AZ,1,1,4.5,TRUE,full_bar,average,casual,2,FALSE,,[],,,,,[],FALSE,,FALSE
PA,2,2,4,TRUE,full_bar,average,,1,,[],,,FALSE,,,,TRUE,,FALSE
NC,1,2,1.5,TRUE,none,,casual,1,FALSE,,[],,,,,[],TRUE,,TRUE
EDH,5,5,3,TRUE,full_bar,average,,1,,[],,,FALSE,no,,,TRUE,,TRUE
ON,3,2,3.5,TRUE,none,quiet,casual,1,FALSE,,['street'],,,,,['breakfast'],FALSE,,TRUE
QC,3,2,2,TRUE,full_bar,loud,casual,2,,[],[],,TRUE,,,,FALSE,,TRUE
EDH,5,5,3.5,TRUE,full_bar,average,casual,2,FALSE,,[],,,,FALSE,"['lunch', 'dinner']",TRUE,TRUE,FALSE
QC,3,2,4,TRUE,full_bar,,,2,,[],[],,TRUE,outdoor,,,TRUE,,TRUE
AZ,1,1,4.5,TRUE,full_bar,,casual,2,FALSE,,['lot'],,TRUE,,,['breakfast'],TRUE,,FALSE
AZ,1,1,3,FALSE,full_bar,,casual,2,FALSE,,[],,FALSE,,,[],TRUE,,FALSE
AZ,1,1,2,TRUE,none,,casual,1,TRUE,,[],,FALSE,,,[],FALSE,,FALSE
NV,1,1,4.5,FALSE,none,,casual,1,FALSE,,['lot'],,FALSE,,,"['lunch', 'dinner']",TRUE,,FALSE
AZ,1,1,3.5,FALSE,none,,casual,1,FALSE,,[],,TRUE,,,[],FALSE,FALSE,FALSE
NV,1,1,3,FALSE,beer_and_wine,,casual,2,TRUE,,[],,TRUE,,,[],TRUE,,FALSE
EDH,5,5,3.5,TRUE,full_bar,average,casual,2,FALSE,,['street'],,TRUE,outdoor,,,TRUE,,TRUE
NV,1,1,3.5,FALSE,full_bar,,casual,2,FALSE,,['lot'],,TRUE,,,"['latenight', 'lunch', 'dinner']",TRUE,,FALSE
NV,1,1,4,FALSE,full_bar,,casual,2,TRUE,,['lot'],,FALSE,,,"['lunch', 'dinner']",TRUE,,TRUE
QC,3,2,3,TRUE,none,,casual,1,FALSE,,['street'],,TRUE,,,[],FALSE,,FALSE
AZ,1,1,2.5,FALSE,none,quiet,casual,1,FALSE,,['lot'],,TRUE,,,['lunch'],TRUE,,FALSE
AZ,1,1,3.5,FALSE,full_bar,,casual,2,,,['lot'],,TRUE,,,['lunch'],TRUE,TRUE,TRUE
QC,3,2,3.5,TRUE,beer_and_wine,average,casual,2,FALSE,,[],,FALSE,,,['brunch'],TRUE,,FALSE
QC,3,2,4,TRUE,none,,casual,1,FALSE,,[],,,,,[],FALSE,,FALSE
NV,1,1,2,TRUE,none,,,3,,[],,,FALSE,yes,,,TRUE,,FALSE
WI,3,2,3,TRUE,none,,casual,1,FALSE,,[],,TRUE,,,[],TRUE,,FALSE
EDH,5,5,3.5,TRUE,full_bar,,casual,2,FALSE,[],,,FALSE,,,[],,,FALSE
AZ,1,1,3.5,FALSE,none,,casual,1,,,[],,,,,['lunch'],TRUE,,TRUE
NC,1,2,3.5,TRUE,none,,casual,1,TRUE,,[],,TRUE,,,[],TRUE,,FALSE
NV,1,1,3.5,FALSE,none,,casual,1,,,['lot'],,,,,"['latenight', 'dinner']",TRUE,,FALSE
AZ,1,1,3,TRUE,full_bar,,,2,,,['street'],,,outdoor,,,TRUE,,FALSE
EDH,5,5,4,TRUE,none,,casual,2,,,['street'],,,,,[],,,TRUE
